id,Comment,Classes,ner_text,ner_comments,Class_Value
1041,require constant supervision unscheduled absence except documented emergency maintains good working relationship coworkers usually adjusts well change work place take message writes correspondence deal customer coworkers sufficient attention detail ,Good,,,1
1042,joan require constant supervision joanattendance record week exceedingly proper continued maintaingood working relationship team member assigned ,Good,joan,joan,1
1048,benonattendance record week exceedingly proper regardless network connection challenge continued maintaingood working relationship team member assigned inquisitive asks learn attentive training ,Good,,,1
1058,slow machine frustrate developer soencourage edwin upgrade computer good performance ,Good,,,1
1072,good ,Good,,,1
1074,reviewed kampala city html cs work good initiative ,Good,kampala city,kampala city,1
1076,musumbaattendance record week exceedingly proper regardless network connection challenge continued maintaingood working relationship team member assigned inquisitive asks learn attentive training ,Good,musumbaattendance record week,musumbaattendance record week,1
1107,good performance isaac sempiira ,Good,,,1
1115,andrewattendance record week exceedingly proper regardless network connection challenge continued maintaingood working relationship team member assigned inquisitive asks learn attentive training ,Good,andrewattendance record week,andrewattendance record week,1
1169,thank hillary good progress registered farencourage engage colleague synchronise effort good order allow u conclude assignment time ,Good,,,1
1177,keep participation meeting good job investigation ,Good,,,1
1181,good job m tumuhairwe ishardworking reliable individual ,Good,,,1
1190,good performance week accomplished task weekly sprint contributed good idea revise existing page make functional display good presentation skill ,Good,weekly,weekly,1
1225,good teamwork shown week problem solving skill good andam still keen taking ownership work ,Good,week,week,1
1235,require constant supervision unscheduled absence except documented emergency maintains good working relationship coworkers usually adjusts well change work place take message writes correspondence deal customer coworkers sufficient attention detail ,Good,,,1
1238,benonattendance record week exceedingly proper regardless network connection challenge continued maintaingood working relationship team member assigned inquisitive asks learn attentive training ,Good,,,1
1242,good performance ,Good,,,1
1244,good performance ,Good,,,1
1245,umarattendance record week exceedingly proper regardless network connection challenge continued maintaingood working relationship team member assigned inquisitive asks learn attentive training ,Good,umarattendance record week,umarattendance record week,1
1249,joanattendance record week exceedingly proper regardless network connection challenge joan require constant supervision continued maintaingood working relationship team member assigned ,Good,,,1
1250,hardworking good leadership skill ,Good,,,1
1270,require constant supervision unscheduled absence except documented emergency maintains good working relationship coworkers usually adjusts well change work place take message writes correspondence deal customer coworkers sufficient attention detail ,Good,,,1
1295,andrewattendance record week exceedingly proper regardless network connection challenge continued maintaingood working relationship team member assigned inquisitive asks learn attentive training ,Good,andrewattendance record week,andrewattendance record week,1
1301,completed assignment showed good understanding concept ,Good,,,1
1314,good ,Good,,,1
1326,good progress zaharah keep spirit ,Good,,,1
1344,musumbaattendance record week exceedingly proper regardless network connection challenge continued maintaingood working relationship team member assigned inquisitive asks learn attentive training ,Good,musumbaattendance record week,musumbaattendance record week,1
1350,lubega nabunje exhibit good relationship partner deliver project well ,Good,lubega nabunje,lubega nabunje,1
1351,require constant supervision unscheduled absence except documented emergency maintains good working relationship coworkers usually adjusts well change work place take message writes correspondence deal customer coworkers sufficient attention detail ,Good,,,1
1365,user interface isbasic one good start hope build onto something good next time butm pleased work done far project please keep going ,Good,,,1
1373,guloba acquired good knowledge php git ,Good,guloba,guloba,1
1390,ability document everything set onserver important case person set able work something member group handle whatever need done good progress good documentation made ,Good,,,1
1402,nansamba nuluyati good etiquette good manner ,Good,nansamba,nansamba,1
1406,umarattendance record week exceedingly proper regardless network connection challenge continued maintaingood working relationship team member assigned inquisitive asks learn attentive training ,Good,umarattendance record week,umarattendance record week,1
1407,joanattendance record week exceedingly proper regardless network connection challenge joan require constant supervision continued maintaingood working relationship team member assigned ,Good,,,1
1443,active participation workshop good job fix ,Good,,,1
1444,sign edwin presentsolution coding challenge also upgrade machine good performance ,Good,,,1
1467,benonattendance record week exceedingly proper regardless network connection challenge continued maintaingood working relationship team member assigned inquisitive asks learn attentive training ,Good,,,1
